claim_id,policy_id,customer_id,agent_id,claim_type,incident_date,claim_amount,days_since_policy_start,previous_claims_count,customer_age,policy_premium_ratio,surveyor_mismatch_flag,status,is_fraud
CLM-0927,POL-0432,CUST-0177,AGT-0010,property_damage,2025-09-13,57074.18,584,1,40,1.16,1,settled,0
CLM-0928,POL-0427,CUST-0146,AGT-0015,life,2025-11-13,98291.38,259,0,25,3.86,1,pending,0
CLM-0929,POL-0427,CUST-0146,AGT-0015,property_damage,2026-05-18,80501.55,236,0,30,3.16,0,pending,0
CLM-0930,POL-0271,CUST-0116,AGT-0012,property_damage,2026-05-04,376899.82,6,5,31,9.12,1,pending,1
CLM-0931,POL-0101,CUST-0053,AGT-0001,property_damage,2026-02-08,190137.62,687,3,65,7.73,0,settled,0
CLM-0932,POL-0459,CUST-0210,AGT-0011,life,2026-03-21,91325.51,318,3,35,1.32,0,settled,0
CLM-0933,POL-0306,CUST-0062,AGT-0013,life,2025-11-16,156811.87,6,8,34,2.28,1,settled,1
CLM-0934,POL-0359,CUST-0190,AGT-0008,property_damage,2026-04-27,18024.85,299,0,50,1.09,1,rejected,0
CLM-0935,POL-0233,CUST-0203,AGT-0002,life,2026-04-06,187762.13,351,2,35,3.23,0,settled,0
CLM-0936,POL-0006,CUST-0016,AGT-0016,life,2026-04-04,199241.62,198,0,30,6.21,1,settled,0
CLM-0937,POL-0423,CUST-0267,AGT-0015,property_damage,2025-11-20,135578.41,165,3,56,1.64,1,pending,0
CLM-0938,POL-0039,CUST-0019,AGT-0013,health,2025-08-08,111311.81,344,2,62,2.74,0,settled,0
CLM-0939,POL-0151,CUST-0155,AGT-0006,health,2025-10-12,194750.32,126,3,42,4.34,0,settled,0
CLM-0940,POL-0204,CUST-0113,AGT-0019,health,2026-04-23,26115.11,175,3,56,1.12,1,pending,0
CLM-0941,POL-0450,CUST-0128,AGT-0006,life,2026-03-05,165023.8,579,1,31,3.32,0,settled,0
CLM-0942,POL-0402,CUST-0128,AGT-0020,motor_accident,2025-09-10,123266.35,269,3,39,6.06,1,pending,0
CLM-0943,POL-0015,CUST-0147,AGT-0018,life,2025-11-06,116622.95,490,0,56,4.43,1,settled,0
CLM-0944,POL-0245,CUST-0070,AGT-0017,health,2026-05-24,83518.57,538,1,50,4.34,1,settled,0
CLM-0945,POL-0277,CUST-0011,AGT-0002,health,2026-04-17,380618.69,11,4,24,11.71,1,settled,1
CLM-0946,POL-0398,CUST-0118,AGT-0011,motor_accident,2025-09-06,197830.31,137,2,50,3.52,1,settled,0
CLM-0947,POL-0293,CUST-0134,AGT-0011,property_damage,2026-01-31,348753.46,30,7,21,6.31,1,pending,1
CLM-0948,POL-0402,CUST-0128,AGT-0020,health,2025-06-26,8152.43,192,1,27,0.4,0,settled,0
CLM-0949,POL-0367,CUST-0108,AGT-0019,motor_accident,2025-07-04,103935.44,328,1,44,1.76,1,pending,0
CLM-0950,POL-0321,CUST-0280,AGT-0020,health,2025-08-26,94287.66,66,3,30,1.83,0,settled,0
CLM-0951,POL-0101,CUST-0053,AGT-0001,motor_accident,2025-07-21,194561.37,221,0,64,7.91,0,pending,0
CLM-0952,POL-0313,CUST-0177,AGT-0005,health,2026-03-26,79972.51,183,3,57,1.94,0,settled,0
CLM-0953,POL-0253,CUST-0157,AGT-0009,health,2025-06-16,12445.09,688,2,58,0.59,0,settled,0
CLM-0954,POL-0027,CUST-0032,AGT-0005,property_damage,2025-06-14,177188.99,709,2,49,5.81,0,settled,0
CLM-0955,POL-0345,CUST-0237,AGT-0018,property_damage,2026-01-23,247858.98,35,4,33,4.71,1,pending,1
CLM-0956,POL-0236,CUST-0283,AGT-0011,health,2025-06-16,43240.91,391,2,36,2.09,0,settled,0
CLM-0957,POL-0405,CUST-0204,AGT-0008,motor_accident,2025-06-15,173942.71,229,0,46,2.2,0,settled,0
CLM-0958,POL-0273,CUST-0223,AGT-0005,health,2025-11-06,145872.06,524,1,46,5.87,0,rejected,0
CLM-0959,POL-0176,CUST-0092,AGT-0002,life,2025-11-23,157428.1,408,0,39,5.58,1,settled,0
CLM-0960,POL-0135,CUST-0150,AGT-0002,life,2025-06-17,190167.53,602,2,26,2.92,1,settled,0
CLM-0961,POL-0004,CUST-0258,AGT-0006,health,2026-05-07,127484.91,152,0,32,2.32,0,pending,0
CLM-0962,POL-0121,CUST-0023,AGT-0004,property_damage,2025-10-11,12349.66,402,1,50,0.62,0,pending,0
CLM-0963,POL-0055,CUST-0012,AGT-0013,motor_accident,2026-01-30,38834.38,664,1,51,1.18,0,settled,0
CLM-0964,POL-0024,CUST-0243,AGT-0009,motor_accident,2026-05-13,367269.78,10,8,34,9.8,0,rejected,1
CLM-0965,POL-0197,CUST-0089,AGT-0012,health,2025-09-29,189855.15,154,3,60,8.49,0,pending,0
CLM-0966,POL-0121,CUST-0023,AGT-0004,life,2025-10-30,107722.7,386,3,35,5.44,0,pending,0
CLM-0967,POL-0260,CUST-0184,AGT-0017,health,2025-09-21,152086.55,581,3,42,3.43,0,settled,0
CLM-0968,POL-0380,CUST-0162,AGT-0014,property_damage,2025-06-01,59524.68,677,2,62,2.72,0,settled,0
CLM-0969,POL-0258,CUST-0255,AGT-0010,motor_accident,2026-03-23,485301.79,8,3,33,6.52,1,settled,1
CLM-0970,POL-0022,CUST-0173,AGT-0017,health,2026-03-25,64834.05,684,1,62,0.82,0,settled,0
CLM-0971,POL-0445,CUST-0243,AGT-0013,life,2025-08-20,45627.07,361,2,55,1.27,0,settled,0
CLM-0972,POL-0156,CUST-0053,AGT-0011,life,2026-03-19,106362.76,661,3,49,2.1,1,settled,0
CLM-0973,POL-0230,CUST-0116,AGT-0009,health,2025-11-24,158821.39,329,3,34,2.88,0,settled,0
CLM-0974,POL-0112,CUST-0036,AGT-0014,health,2026-02-18,38710.41,586,0,33,0.7,0,settled,0
CLM-0975,POL-0320,CUST-0007,AGT-0009,life,2026-03-11,282004.72,1,3,29,2.9,0,pending,1
CLM-0976,POL-0177,CUST-0139,AGT-0003,health,2026-02-28,207770.7,31,6,29,5.21,0,rejected,1
CLM-0977,POL-0165,CUST-0008,AGT-0009,motor_accident,2025-12-16,194792.73,605,2,55,17.98,0,pending,0
CLM-0978,POL-0419,CUST-0229,AGT-0003,life,2026-05-04,135607.93,494,3,60,5.17,0,settled,0
CLM-0979,POL-0492,CUST-0281,AGT-0016,health,2025-08-15,314070.37,5,6,31,15.56,0,rejected,1
CLM-0980,POL-0167,CUST-0143,AGT-0003,life,2025-12-15,35262.37,610,1,51,1.33,0,settled,0
CLM-0981,POL-0328,CUST-0288,AGT-0001,health,2025-08-09,112861.6,177,1,35,3.87,0,rejected,0
CLM-0982,POL-0164,CUST-0188,AGT-0018,life,2026-02-08,65071.98,457,0,56,1.62,0,pending,0
CLM-0983,POL-0127,CUST-0271,AGT-0011,motor_accident,2026-02-28,116353.52,297,2,61,5.19,0,rejected,0
CLM-0984,POL-0002,CUST-0166,AGT-0008,life,2025-09-04,38994.46,101,1,28,2.03,0,rejected,0
CLM-0985,POL-0252,CUST-0243,AGT-0005,motor_accident,2026-03-24,164412.55,171,1,33,4.61,0,settled,0
CLM-0986,POL-0281,CUST-0102,AGT-0020,life,2025-09-08,12343.14,75,2,60,0.33,0,settled,0
CLM-0987,POL-0179,CUST-0005,AGT-0012,life,2026-04-30,140197.32,411,2,36,3.04,0,settled,0
CLM-0988,POL-0009,CUST-0177,AGT-0013,life,2026-04-27,63910.19,427,0,61,2.49,1,settled,0
CLM-0989,POL-0447,CUST-0185,AGT-0002,property_damage,2025-06-26,180215.25,125,0,34,5.7,1,pending,0
CLM-0990,POL-0245,CUST-0070,AGT-0017,motor_accident,2025-08-09,174232.11,553,1,28,9.04,1,settled,0
CLM-0991,POL-0108,CUST-0154,AGT-0011,health,2026-03-15,102473.72,653,0,34,2.19,0,pending,0
CLM-0992,POL-0444,CUST-0127,AGT-0002,motor_accident,2026-04-02,141578.39,501,3,54,3.88,0,pending,0
CLM-0993,POL-0067,CUST-0285,AGT-0016,life,2026-01-24,13160.97,662,0,53,0.24,0,pending,0
CLM-0994,POL-0151,CUST-0155,AGT-0006,life,2025-07-02,89132.47,375,1,59,1.99,0,rejected,0
CLM-0995,POL-0054,CUST-0234,AGT-0019,life,2025-07-15,424750.35,12,3,22,13.9,1,rejected,1
CLM-0996,POL-0296,CUST-0254,AGT-0006,health,2025-06-07,196486.85,183,2,49,7.36,0,settled,0
CLM-0997,POL-0430,CUST-0178,AGT-0016,health,2025-06-10,163040.6,700,0,38,2.63,1,settled,0
CLM-0998,POL-0118,CUST-0248,AGT-0004,property_damage,2025-11-14,28136.81,312,1,52,0.59,0,settled,0
CLM-0999,POL-0434,CUST-0281,AGT-0012,life,2026-03-29,479529.43,10,3,23,15.94,1,pending,1
CLM-1000,POL-0119,CUST-0073,AGT-0012,motor_accident,2025-11-01,59196.5,200,0,53,2.63,0,settled,0
